task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
10	f7/612c84	422384	STAR_GENCODE (IGIB113002311561_Moderate_FEMALE)	COMPLETED	0	2025-04-28 13:23:40.972	5m 51s	5m 46s	1331.1%	41.6 GB	44.7 GB	52.8 GB	12.6 GB
25	b6/e64ba1	422373	STAR_GENCODE (IGIB1130927056_Moderate_M)	COMPLETED	0	2025-04-28 13:23:40.019	6m 37s	6m 32s	1423.6%	41.6 GB	44.7 GB	42.6 GB	7.3 GB
23	12/f2b03f	422365	STAR_GENCODE (IGIB1130492817_Severe_M)	COMPLETED	0	2025-04-28 13:23:39.206	7m 48s	7m 42s	1067.6%	41.6 GB	44.7 GB	44.6 GB	8.1 GB
5	ac/348eeb	422382	STAR_GENCODE (IGIB113002385876_Mild_M)	COMPLETED	0	2025-04-28 13:23:40.781	7m 51s	7m 45s	1459.5%	41.7 GB	44.7 GB	65.4 GB	21.4 GB
27	59/6a9e68	422386	SALMON_ALIGN (IGIB1130927056_Moderate_M)	COMPLETED	0	2025-04-28 13:30:16.958	1m 20s	1m 16s	447.5%	7.5 GB	8.7 GB	1013.2 MB	18.4 MB
30	36/f771bd	422389	FILE_CLEANUP (1)	COMPLETED	0	2025-04-28 13:31:36.994	4.9s	120ms	15.6%	0	0	79.8 KB	1.4 KB
26	7c/20958b	422385	SALMON_ALIGN (IGIB113002311561_Moderate_FEMALE)	COMPLETED	0	2025-04-28 13:29:32.130	2m 10s	2m 4s	550.9%	11.9 GB	14.3 GB	1.8 GB	18.5 MB
31	f2/4db558	422390	FILE_CLEANUP (2)	COMPLETED	0	2025-04-28 13:31:41.933	4.9s	61ms	14.7%	0	0	79.7 KB	1.3 KB
17	d3/21b9e2	422374	STAR_GENCODE (IGIB1130658717_Moderate_M)	COMPLETED	0	2025-04-28 13:23:40.091	9m 2s	8m 58s	1469.1%	41.6 GB	45.1 GB	73.8 GB	32.3 GB
28	08/6f2212	422387	SALMON_ALIGN (IGIB1130492817_Severe_M)	COMPLETED	0	2025-04-28 13:31:27.011	1m 50s	1m 49s	441.8%	8.7 GB	11 GB	1.2 GB	18.5 MB
33	0a/2d829a	422392	FILE_CLEANUP (3)	COMPLETED	0	2025-04-28 13:33:17.033	4.8s	22ms	63.0%	0	0	72.2 KB	1.3 KB
7	a7/b6e638	422363	STAR_GENCODE (IGIB1130581789_Severe_M)	COMPLETED	0	2025-04-28 13:23:38.905	9m 43s	9m 39s	1230.5%	41.6 GB	44.7 GB	56.4 GB	15.1 GB
29	0b/cbb8ce	422388	SALMON_ALIGN (IGIB113002385876_Mild_M)	COMPLETED	0	2025-04-28 13:31:31.996	2m 25s	2m 20s	602.8%	12 GB	14.3 GB	2.7 GB	18.5 MB
35	85/a425d6	422394	FILE_CLEANUP (4)	COMPLETED	0	2025-04-28 13:33:57.010	4.9s	20ms	66.1%	0	0	66.3 KB	1.3 KB
2	8d/f39f83	422372	STAR_GENCODE (IGIB1130271063_Severe_M)	COMPLETED	0	2025-04-28 13:23:39.934	10m 27s	10m 23s	1525.0%	41.6 GB	44.9 GB	50.5 GB	10.8 GB
32	64/3cec08	422391	SALMON_ALIGN (IGIB1130658717_Moderate_M)	COMPLETED	0	2025-04-28 13:32:42.062	2m 30s	2m 24s	536.5%	11 GB	12.6 GB	1.8 GB	18.5 MB
37	58/1196b9	422396	FILE_CLEANUP (5)	COMPLETED	0	2025-04-28 13:35:12.087	4.8s	45ms	38.6%	0	0	72.3 KB	1.3 KB
36	79/0fc5eb	422395	SALMON_ALIGN (IGIB1130271063_Severe_M)	COMPLETED	0	2025-04-28 13:34:07.083	1m 10s	1m 5s	461.2%	7.2 GB	8.7 GB	1.1 GB	18.4 MB
38	c7/01f343	422397	FILE_CLEANUP (6)	COMPLETED	0	2025-04-28 13:35:17.507	4.4s	21ms	100.4%	0	0	72.2 KB	1.3 KB
34	60/a7f554	422393	SALMON_ALIGN (IGIB1130581789_Severe_M)	COMPLETED	0	2025-04-28 13:33:22.003	2m 15s	2m 5s	607.1%	12.3 GB	14.3 GB	2.4 GB	18.5 MB
